TRANSACTION_DATE,TRANSACTION_TIME,TRANSACTION_ID,QUANTITY,PRODUCT,PRICE,CATEGORY
"Sunday, August 20, 2017",12:01:18,12606,1,Bread,2.25,Side Order
"Sunday, August 20, 2017",12:12:03,12738,1,Coffee,2.5,Drink
"Sunday, August 20, 2017",12:37:58,12837,1,Hot chocolate,3.5,Drink
"Sunday, August 20, 2017",13:30:57,12969,1,Cake,1.75,Dessert
"Sunday, August 20, 2017",13:35:48,13002,1,Soup,2.5,Side Order
"Sunday, August 20, 2017",14:14:56,13233,1,Bread,2.25,Side Order
"Sunday, August 20, 2017",14:16:50,13266,1,Munchkins,1,Snack
"Sunday, August 20, 2017",15:55:46,13827,1,Juice Pouch,1.25,Drink
"Sunday, August 20, 2017",16:10:01,13926,1,Cookies,1.25,Pastry
"Sunday, August 20, 2017",17:15:20,14058,1,Tea,2.2,Drink
"Monday, August 21, 2017",9:30:11,15015,2,Coffee,2.5,Drink
"Monday, August 21, 2017",10:10:37,15246,1,Coffee,2.5,Drink
"Monday, August 21, 2017",10:10:37,15246,1,Cookies,1.25,Pastry
"Monday, August 21, 2017",11:10:13,15675,1,Bread,2.25,Side Order
"Monday, August 21, 2017",11:36:07,15873,1,Juice,1.25,Drink
"Monday, August 21, 2017",11:42:12,15906,1,Tea,2.2,Drink
"Monday, August 21, 2017",11:42:12,15906,1,Donut,2.25,Pastry
"Monday, August 21, 2017",11:42:12,15906,1,Jam,1,Side Order
"Monday, August 21, 2017",12:54:15,16137,1,Donut,2.25,Pastry
"Monday, August 21, 2017",12:56:51,16170,2,Coffee,2.5,Drink
"Monday, August 21, 2017",13:04:40,16236,1,Sandwich,5.5,Food
"Monday, August 21, 2017",15:35:06,16731,1,Coffee,2.5,Drink
"Monday, August 21, 2017",15:35:49,16764,1,Sandwich,5.5,Food
"Monday, August 21, 2017",15:39:57,16896,1,Brownie,2.25,Pastry
"Thursday, August 24, 2017",17:04:07,26796,2,Coffee,2.5,Drink
"Thursday, August 24, 2017",18:28:32,26862,1,Pot Pie,5,Food
"Friday, August 25, 2017",9:15:49,27027,1,Coffee,2.5,Drink
"Friday, August 25, 2017",11:26:43,27720,1,Coffee,2.5,Drink
"Friday, August 25, 2017",12:10:13,27885,1,Croissant,3.25,Pastry
"Friday, August 25, 2017",12:13:34,27918,1,Brownie,2.25,Pastry
"Friday, August 25, 2017",12:17:33,27984,1,Cookies,1.25,Pastry
"Friday, August 25, 2017",12:23:11,28050,1,Basket,3.5,Food
"Friday, August 25, 2017",12:27:23,28116,1,Farm House Salad,6,Food
"Friday, August 25, 2017",13:25:27,28413,1,Strawberry-Frosted Donut,1.25,Pastry
"Friday, August 25, 2017",13:25:27,28413,1,Tea,2.2,Drink
"Friday, August 25, 2017",13:37:01,28512,1,Strawberry-Frosted Donut,1.25,Pastry
"Friday, August 25, 2017",14:16:07,28611,2,Sandwich,5.5,Food
"Friday, August 25, 2017",14:22:20,28644,1,Farm House Salad,6,Food
"Saturday, August 26, 2017",8:07:12,29337,1,Donut,2.25,Pastry
"Saturday, August 26, 2017",8:07:12,29337,1,Coffee,2.5,Drink
"Saturday, August 26, 2017",10:07:40,29469,1,Coffee,2.5,Drink
"Saturday, August 26, 2017",10:07:40,29469,1,Donut,2.25,Pastry
"Saturday, August 26, 2017",11:31:04,29832,1,Coffee,2.5,Drink
"Saturday, August 26, 2017",13:00:17,30294,1,Coffee,2.5,Drink
"Saturday, August 26, 2017",13:15:01,30393,1,Bread,2.25,Side Order
"Saturday, August 26, 2017",14:16:15,30591,1,Soup,2.5,Side Order
"Saturday, August 26, 2017",14:16:15,30591,1,Coffee,2.5,Drink
"Sunday, August 27, 2017",9:29:36,31284,2,Bread,2.25,Side Order
"Tuesday, August 29, 2017",13:10:34,38148,1,Brownie,2.25,Pastry
"Tuesday, August 29, 2017",13:10:34,38148,1,Coffee,2.5,Drink
"Tuesday, August 29, 2017",13:12:14,38181,1,Hot chocolate,3.5,Drink
"Tuesday, August 29, 2017",13:16:38,38214,1,Eclair,1.75,Pastry
"Tuesday, August 29, 2017",13:16:38,38214,1,Tea,2.2,Drink
"Tuesday, August 29, 2017",13:55:38,38412,1,Soup,2.5,Side Order
"Tuesday, August 29, 2017",14:18:07,38610,1,Coffee,2.5,Drink
"Tuesday, August 29, 2017",14:22:20,38709,1,Tea,2.2,Drink
"Tuesday, August 29, 2017",14:48:20,38841,1,Strawberry-Frosted Donut,1.25,Pastry
"Tuesday, August 29, 2017",14:48:20,38841,1,Sandwich,5.5,Food
"Tuesday, August 29, 2017",15:06:05,38940,1,Muffin,1.25,Pastry
"Tuesday, August 29, 2017",15:09:52,38973,1,Munchkins,1,Snack
"Tuesday, August 29, 2017",15:25:12,39072,1,Bread,2.25,Side Order
"Tuesday, August 29, 2017",15:32:29,39171,1,Brownie,2.25,Pastry
"Tuesday, August 29, 2017",16:09:16,39402,1,Coffee,2.5,Drink
"Wednesday, August 30, 2017",9:48:58,39699,1,Tea,2.2,Drink
"Wednesday, August 30, 2017",10:19:25,39897,1,Bread,2.25,Side Order
"Wednesday, August 30, 2017",11:23:11,40293,1,Bread,2.25,Side Order
"Wednesday, August 30, 2017",11:31:06,40392,1,Coffee,2.5,Drink
"Wednesday, August 30, 2017",11:42:45,40557,1,Coffee,2.5,Drink
"Wednesday, August 30, 2017",11:44:44,40590,1,Munchkins,1,Snack
"Wednesday, August 30, 2017",11:53:14,40722,1,Croissant,3.25,Pastry
"Wednesday, August 30, 2017",11:57:47,40821,2,Coffee,2.5,Drink
"Wednesday, August 30, 2017",12:17:09,41052,1,Bread,2.25,Side Order
"Wednesday, August 30, 2017",12:45:22,41118,1,Coffee,2.5,Drink
"Wednesday, August 30, 2017",13:39:25,41415,1,Coffee,2.5,Drink
"Wednesday, August 30, 2017",13:50:52,41448,1,Jam,1,Side Order
"Wednesday, August 30, 2017",15:02:03,41679,1,Bread,2.25,Side Order
"Thursday, August 31, 2017",7:39:27,42075,1,Coffee,2.5,Drink
"Thursday, August 31, 2017",8:57:31,42141,1,Tea,2.2,Drink
"Thursday, August 31, 2017",9:11:20,42207,1,Coffee,2.5,Drink
"Thursday, August 31, 2017",9:38:03,42306,2,Coffee,2.5,Drink
"Thursday, August 31, 2017",11:24:21,42834,1,Bread,2.25,Side Order
"Sunday, August 27, 2017",10:05:29,31581,2,Coffee,2.5,Drink
"Sunday, August 27, 2017",10:50:04,31647,1,Cookies,1.25,Pastry
"Sunday, August 27, 2017",10:57:11,31713,1,Bread,2.25,Side Order
"Sunday, August 27, 2017",11:10:16,31779,1,Coffee,2.5,Drink
"Sunday, August 27, 2017",11:23:12,31845,1,Cookies,1.25,Pastry
"Sunday, August 27, 2017",12:02:40,32043,1,Pot Pie,5,Food
"Sunday, August 27, 2017",12:11:14,32142,1,Bread,2.25,Side Order
"Sunday, August 27, 2017",13:43:08,32439,1,Eclair,1.75,Pastry
"Sunday, August 27, 2017",13:52:16,32472,1,Tea,2.2,Drink
"Sunday, August 27, 2017",15:01:19,32736,1,Bread,2.25,Side Order
"Sunday, August 27, 2017",17:23:27,33231,1,Soft Drink,2.25,Drink
"Monday, August 28, 2017",9:11:49,33594,1,Farm House Salad,6,Food
"Monday, August 28, 2017",9:13:15,33627,1,Bread,2.25,Side Order
"Monday, August 28, 2017",9:25:15,33759,2,Coffee,2.5,Drink
"Monday, August 28, 2017",9:25:15,33759,1,Donut,2.25,Pastry
"Monday, August 28, 2017",9:39:26,33891,1,Tea,2.2,Drink
"Monday, August 28, 2017",10:07:17,34056,1,Coffee,2.5,Drink
"Monday, August 28, 2017",10:09:58,34122,1,Coffee,2.5,Drink
"Monday, August 28, 2017",10:18:22,34188,1,Brownie,2.25,Pastry
"Monday, August 28, 2017",10:34:21,34320,1,Donut,2.25,Pastry
"Monday, August 28, 2017",11:20:04,34617,1,Brownie,2.25,Pastry
"Monday, August 28, 2017",11:20:04,34617,1,Bread,2.25,Side Order
"Monday, August 28, 2017",11:34:40,34815,1,Fudge,2.5,Snack
"Monday, August 28, 2017",12:55:18,35277,1,Farm House Salad,6,Food
"Monday, August 28, 2017",13:32:26,35376,1,Sandwich,5.5,Food
"Monday, August 28, 2017",13:49:12,35442,1,Cookies,1.25,Pastry
"Monday, August 28, 2017",13:50:43,35475,1,Brownie,2.25,Pastry
"Monday, August 28, 2017",14:00:15,35541,1,Bread,2.25,Side Order
"Monday, August 28, 2017",14:55:51,35772,1,Brownie,2.25,Pastry
"Monday, August 28, 2017",14:58:05,35838,1,Coffee,2.5,Drink
"Monday, August 28, 2017",16:20:18,35970,1,Hot chocolate,3.5,Drink
"Monday, August 28, 2017",16:39:33,36102,1,Tea,2.2,Drink
"Monday, August 28, 2017",17:05:25,36234,1,Tea,2.2,Drink
"Monday, August 28, 2017",17:11:10,36267,1,Tea,2.2,Drink
"Tuesday, August 29, 2017",8:44:48,36432,1,Coffee,2.5,Drink
"Tuesday, August 29, 2017",9:14:49,36498,1,Coffee,2.5,Drink
"Tuesday, August 29, 2017",9:48:28,36630,1,Jam,1,Side Order
"Tuesday, August 29, 2017",10:09:57,36861,1,Coffee,2.5,Drink
"Tuesday, August 29, 2017",10:28:23,37092,1,Muffin,1.25,Pastry
"Tuesday, August 29, 2017",11:29:49,37587,1,Coffee,2.5,Drink
"Tuesday, August 29, 2017",11:29:49,37587,1,Croissant,3.25,Pastry
"Tuesday, August 29, 2017",11:31:17,37620,1,Muffin,1.25,Pastry
"Tuesday, August 29, 2017",11:50:34,37752,1,Truffles,4.75,Side Order
"Tuesday, August 29, 2017",12:40:44,38016,1,Truffles,4.75,Side Order
"Monday, August 21, 2017",19:02:45,17226,1,Tea,2.2,Drink
"Tuesday, August 22, 2017",8:36:10,17358,1,Coffee,2.5,Drink
"Tuesday, August 22, 2017",9:09:16,17655,1,Bread,2.25,Side Order
"Tuesday, August 22, 2017",9:34:43,17886,1,Brownie,2.25,Pastry
"Tuesday, August 22, 2017",9:36:48,17919,1,Eclair,1.75,Pastry
"Tuesday, August 22, 2017",9:43:52,18018,1,Fudge,2.5,Snack
"Tuesday, August 22, 2017",10:14:02,18150,1,Cake,1.75,Dessert
"Tuesday, August 22, 2017",10:14:02,18150,1,Croissant,3.25,Pastry
"Tuesday, August 22, 2017",10:17:23,18183,2,Coffee,2.5,Drink
"Tuesday, August 22, 2017",10:23:02,18282,1,Croissant,3.25,Pastry
"Tuesday, August 22, 2017",10:24:34,18315,1,Croissant,3.25,Pastry
"Tuesday, August 22, 2017",10:38:58,18546,1,Tea,2.2,Drink
"Tuesday, August 22, 2017",10:44:58,18645,2,Bread,2.25,Side Order
"Tuesday, August 22, 2017",11:22:49,18975,1,Coffee,2.5,Drink
"Tuesday, August 22, 2017",11:49:10,19239,1,Coffee,2.5,Drink
"Tuesday, August 22, 2017",11:56:57,19371,1,Cake,1.75,Dessert
"Tuesday, August 22, 2017",12:14:47,19437,2,Coffee,2.5,Drink
"Tuesday, August 22, 2017",12:19:48,19536,1,Bowl of Fruit,3.25,Side Order
"Tuesday, August 22, 2017",12:37:20,19701,1,Brownie,2.25,Pastry
"Tuesday, August 22, 2017",12:58:46,19866,1,Brownie,2.25,Pastry
"Tuesday, August 22, 2017",13:25:20,20097,1,Coffee,2.5,Drink
"Tuesday, August 22, 2017",13:31:32,20196,1,Water,1.25,Drink
"Tuesday, August 22, 2017",13:43:24,20229,1,Eclair,1.75,Pastry
"Tuesday, August 22, 2017",14:08:03,20394,1,Protein Bar,1.7,Snack
"Tuesday, August 22, 2017",15:18:59,20691,1,Granola,3.5,Snack
"Tuesday, August 22, 2017",15:40:12,20823,1,Coffee,2.5,Drink
"Tuesday, August 22, 2017",16:00:53,21021,1,Brownie,2.25,Pastry
"Tuesday, August 22, 2017",16:04:24,21054,1,Coffee,2.5,Drink
"Tuesday, August 22, 2017",16:05:47,21087,1,Brownie,2.25,Pastry
"Tuesday, August 22, 2017",16:20:45,21186,1,Bread,2.25,Side Order
"Tuesday, August 22, 2017",16:37:10,21252,1,Hot chocolate,3.5,Drink
"Wednesday, August 23, 2017",9:17:36,21384,1,Bread,2.25,Side Order
"Wednesday, August 23, 2017",10:12:09,21582,1,Bread,2.25,Side Order
"Wednesday, August 23, 2017",10:18:08,21681,2,Coffee,2.5,Drink
"Wednesday, August 23, 2017",10:45:59,21813,1,Donut,2.25,Pastry
"Wednesday, August 23, 2017",10:56:49,21912,1,Coffee,2.5,Drink
"Wednesday, August 23, 2017",11:02:43,21978,1,Farm House Salad,6,Food
"Wednesday, August 23, 2017",11:07:51,22044,1,Coffee,2.5,Drink
"Wednesday, August 23, 2017",11:14:18,22143,1,Coffee,2.5,Drink
"Wednesday, August 23, 2017",11:14:18,22143,1,Jam,1,Side Order
"Wednesday, August 23, 2017",12:22:28,22803,1,Tea,2.2,Drink
"Wednesday, August 23, 2017",13:28:44,23232,1,Coffee,2.5,Drink
"Wednesday, August 23, 2017",13:29:28,23265,1,Tea,2.2,Drink
"Wednesday, August 23, 2017",13:29:28,23265,1,Coffee,2.5,Drink
"Wednesday, August 23, 2017",13:45:10,23331,1,Coffee,2.5,Drink
"Wednesday, August 23, 2017",13:57:57,23430,1,Protein Bar,1.7,Snack
"Wednesday, August 23, 2017",14:37:39,23562,1,Munchkins,1,Snack
"Wednesday, August 23, 2017",14:44:24,23595,1,Hot chocolate,3.5,Drink
"Wednesday, August 23, 2017",14:50:44,23628,1,Muffin,1.25,Pastry
"Wednesday, August 23, 2017",15:44:21,23958,1,Bread,2.25,Side Order
"Wednesday, August 23, 2017",16:15:53,24189,1,Tea,2.2,Drink
"Wednesday, August 23, 2017",16:29:15,24255,1,Pot Pie,5,Food
"Wednesday, August 23, 2017",16:51:30,24288,2,Munchkins,1,Snack
"Thursday, August 24, 2017",9:29:14,24519,1,Munchkins,1,Snack
"Thursday, August 24, 2017",9:31:03,24552,1,Coffee,2.5,Drink
"Thursday, August 24, 2017",9:34:03,24585,1,Bread,2.25,Side Order
"Thursday, August 24, 2017",10:25:13,24783,2,Coffee,2.5,Drink
"Thursday, August 24, 2017",10:34:25,24882,1,Coffee,2.5,Drink
"Thursday, August 24, 2017",11:00:44,25113,1,Bread,2.25,Side Order
"Thursday, August 24, 2017",11:06:44,25146,2,Coffee,2.5,Drink
"Thursday, August 24, 2017",11:06:44,25146,1,Muffin,1.25,Pastry
"Thursday, August 24, 2017",11:28:29,25311,1,Bread,2.25,Side Order
"Thursday, August 24, 2017",13:00:03,25806,1,Bread,2.25,Side Order
"Thursday, August 24, 2017",13:36:49,25971,1,Soup,2.5,Side Order
"Thursday, August 24, 2017",13:45:52,26037,1,Cookies,1.25,Pastry
"Thursday, August 24, 2017",13:45:52,26037,1,Tea,2.2,Drink
"Thursday, August 24, 2017",14:15:29,26169,1,Sandwich,5.5,Food
"Thursday, September 7, 2017",13:30:09,60291,1,Farm House Salad,6,Food
"Thursday, September 7, 2017",13:38:42,60324,1,Coffee,2.5,Drink
"Thursday, September 7, 2017",14:07:51,60390,1,Bread,2.25,Side Order
"Thursday, September 7, 2017",14:54:43,60588,1,Tea,2.2,Drink
"Thursday, September 7, 2017",16:18:45,60852,1,Coffee,2.5,Drink
"Friday, September 8, 2017",9:59:54,61083,1,Eclair,1.75,Pastry
"Friday, September 8, 2017",12:34:24,61446,1,Croissant,3.25,Pastry
"Friday, September 8, 2017",12:40:54,61512,1,Coffee,2.5,Drink
"Friday, September 8, 2017",14:12:12,61809,1,Bread,2.25,Side Order
"Friday, September 8, 2017",14:22:58,61842,1,Coffee,2.5,Drink
"Friday, September 8, 2017",16:39:08,62238,1,Croissant,3.25,Pastry
"Saturday, September 9, 2017",9:07:21,62469,1,Milk,2.75,Drink
"Saturday, September 9, 2017",9:54:31,62502,1,Coffee,2.5,Drink
"Saturday, September 9, 2017",10:06:05,62535,1,Coffee,2.5,Drink
"Saturday, September 9, 2017",10:33:49,62700,1,Bread,2.25,Side Order
"Saturday, September 9, 2017",10:33:49,62700,1,Acai Bowl,5.5,Food
"Saturday, September 9, 2017",11:12:42,62766,1,Cookies,1.25,Pastry
"Saturday, September 9, 2017",12:24:12,62931,1,Cookies,1.25,Pastry
"Saturday, September 9, 2017",15:23:13,63591,1,Soft Drink,2.25,Drink
"Sunday, September 10, 2017",9:21:00,64020,1,Acai Bowl,5.5,Food
"Sunday, September 10, 2017",9:28:53,64119,1,Milk,2.75,Drink
"Sunday, September 10, 2017",10:05:35,64350,1,Cake,1.75,Dessert
"Sunday, September 10, 2017",10:13:28,64449,1,Cake,1.75,Dessert
"Sunday, September 10, 2017",11:46:56,64845,1,Cake,1.75,Dessert
"Sunday, September 10, 2017",12:05:18,64911,1,Smoothies,4.75,Drink
"Sunday, September 10, 2017",12:35:32,65010,1,Bread,2.25,Side Order
"Sunday, September 10, 2017",13:12:59,65109,1,Brownie,2.25,Pastry
"Sunday, September 10, 2017",13:29:16,65208,1,Bread,2.25,Side Order
"Sunday, September 10, 2017",13:39:41,65274,1,Strawberry-Frosted Donut,1.25,Pastry
"Monday, September 11, 2017",9:04:23,65967,2,Coffee,2.5,Drink
"Monday, September 11, 2017",9:44:09,66231,1,Coffee,2.5,Drink
"Monday, September 11, 2017",9:50:38,66264,1,Coffee,2.5,Drink
"Monday, September 11, 2017",9:51:05,66297,2,Coffee,2.5,Drink
"Monday, September 11, 2017",9:57:38,66363,1,Coffee,2.5,Drink
"Monday, September 11, 2017",10:38:18,66561,1,Cheese Pizza,3.75,Food
"Monday, September 11, 2017",10:49:29,66660,2,Coffee,2.5,Drink
"Monday, September 11, 2017",10:59:16,66693,1,Coffee,2.5,Drink
"Monday, September 11, 2017",11:48:09,66891,1,Coffee,2.5,Drink
"Monday, September 11, 2017",12:12:04,67023,1,Coffee,2.5,Drink
"Monday, September 11, 2017",12:27:02,67122,1,Milk,2.75,Drink
"Thursday, August 31, 2017",14:43:40,43857,1,Bread,2.25,Side Order
"Thursday, August 31, 2017",15:14:46,43923,1,Coffee,2.5,Drink
"Friday, September 1, 2017",10:18:15,44715,1,Acai Bowl,5.5,Food
"Friday, September 1, 2017",11:15:32,44979,1,Farm House Salad,6,Food
"Friday, September 1, 2017",11:51:10,45144,1,Eclair,1.75,Pastry
"Friday, September 1, 2017",11:56:51,45177,1,Muffin,1.25,Pastry
"Friday, September 1, 2017",12:18:46,45309,1,Bread,2.25,Side Order
"Friday, September 1, 2017",12:50:18,45507,1,Sandwich,5.5,Food
"Friday, September 1, 2017",13:16:42,45639,1,Coffee,2.5,Drink
"Friday, September 1, 2017",13:36:05,45804,1,Strawberry-Frosted Donut,1.25,Pastry
"Friday, September 1, 2017",14:16:25,46002,1,Bread,2.25,Side Order
"Friday, September 1, 2017",14:47:10,46134,1,Bread,2.25,Side Order
"Friday, September 1, 2017",15:07:33,46200,1,Fudge,2.5,Snack
"Friday, September 1, 2017",17:02:22,46332,1,Bread,2.25,Side Order
"Saturday, September 2, 2017",9:13:57,46563,1,Coffee,2.5,Drink
"Saturday, September 2, 2017",9:34:51,46728,1,Coffee,2.5,Drink
"Saturday, September 2, 2017",10:23:46,46926,1,Tea,2.2,Drink
"Saturday, September 2, 2017",11:00:07,47157,1,Donut,2.25,Pastry
"Saturday, September 2, 2017",12:19:46,47388,1,Coffee,2.5,Drink
"Saturday, September 2, 2017",13:24:47,47751,1,Coffee,2.5,Drink
"Saturday, September 2, 2017",14:19:12,48015,1,Coffee,2.5,Drink
"Saturday, September 2, 2017",14:19:12,48015,1,Tea,2.2,Drink
"Saturday, September 2, 2017",15:25:49,48246,1,Coffee,2.5,Drink
"Saturday, September 2, 2017",15:31:29,48312,1,Coffee,2.5,Drink
"Sunday, September 3, 2017",8:50:15,48774,1,Croissant,3.25,Pastry
"Sunday, September 3, 2017",10:19:29,49038,1,Milk,2.75,Drink
"Sunday, September 3, 2017",11:22:22,49368,1,Coffee,2.5,Drink
"Sunday, September 3, 2017",11:49:36,49500,1,Muffin,1.25,Pastry
"Sunday, September 3, 2017",12:15:00,49665,1,Tea,2.2,Drink
"Sunday, September 3, 2017",12:56:27,49962,1,Coffee,2.5,Drink
"Sunday, September 3, 2017",12:56:27,49962,2,Munchkins,1,Snack
"Sunday, September 3, 2017",13:25:21,50193,1,Coffee,2.5,Drink
"Sunday, September 3, 2017",13:33:52,50226,1,Bread,2.25,Side Order
"Sunday, September 3, 2017",13:36:34,50259,1,Soup,2.5,Side Order
"Sunday, September 3, 2017",13:55:53,50391,1,Eclair,1.75,Pastry
"Sunday, September 3, 2017",14:27:22,50490,1,Soup,2.5,Side Order
"Sunday, September 3, 2017",14:52:45,50589,1,Bread,2.25,Side Order
"Monday, September 4, 2017",8:10:57,51150,1,Bread,2.25,Side Order
"Monday, September 4, 2017",8:43:53,51282,1,Donut,2.25,Pastry
"Monday, September 4, 2017",9:06:40,51348,1,Donut,2.25,Pastry
"Monday, September 4, 2017",9:12:43,51414,1,Milk,2.75,Drink
"Monday, September 4, 2017",9:14:42,51447,1,Milk,2.75,Drink
"Monday, September 4, 2017",9:26:42,51546,1,Milk,2.75,Drink
"Monday, September 4, 2017",10:07:57,51678,2,Bread,2.25,Side Order
